"decimalLongitude","decimalLatitude","eventDate","scientificName","country","stateProvince","locality","year"
-155.144036,19.483441,"2024-07-24T04:29:31","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.041275,19.590488,"2024-07-25T20:31:36","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.089064,19.72941,"2024-08-01T23:15:42","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.063125,19.724014,"2024-08-02T21:34:39","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.654326,20.02697,"2024-08-05T19:49:35","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.934128,19.55632,"2024-08-09T20:41:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.986919,19.712083,"2024-08-10T21:04:24","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.986919,19.712083,"2024-08-10T22:12:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.989533,19.630575,"2024-08-12T20:02:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.989502,19.630613,"2024-08-12T20:03:09","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.257697,19.428562,"2024-08-27T19:13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.959204,19.609522,"2024-08-28T21:58:35","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.247648,19.41734,"2024-08-28T10:55","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.252926,19.418131,"2024-08-28T10:05","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.56703,19.102378,"2024-08-29T22:01:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.215396,19.42412,"2024-08-30T18:12:47","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.215415,19.424119,"2024-08-30T18:43:22","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.472756,20.076795,"2024-08-23T19:27","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.066869,19.728294,"2024-09-03T20:12:37","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.580448,20.053871,"2024-09-04T18:15:14","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.071478,19.702599,"2024-09-07T18:49:51","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.071034,19.702864,"2024-09-07T18:57:51","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-154.967727,19.595767,"2024-09-12T17:44:07","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.635897,20.034513,"2024-09-14T20:56:31","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.834107,19.56376,"2024-09-14T22:24:17","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.24913,19.419483,"2024-09-23T06:30:31","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.666133,20.024846,"2024-10-04T20:27:17","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2024
-155.914621,19.501537,"2023-01-01T20:50:14","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.901488,19.479122,"2023-01-06T20:47:37","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.901322,19.47902,"2023-01-10T22:14:33","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.81747,19.521295,"2023-01-11T22:21","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.897254,19.534801,"2023-01-11T22:21","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.915758,19.45898,"2023-01-12T22:28","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.911143,19.413691,"2023-01-12T22:50","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.930417,19.430311,"2023-01-13T08:36","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.820504,19.524876,"2023-01-14T23:02","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.958748,19.422369,"2023-01-15T21:24","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.984633,19.700315,"2023-01-16T07:44","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.989804,19.633315,"2023-01-16T20:12:41","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.987892,19.727147,"2023-01-26T14:22:01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.016192,19.732394,"2023-01-28T19:59:36","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.016083,19.732431,"2023-01-28T19:58:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.016044,19.732386,"2023-01-28T19:57:57","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.901641,19.483926,"2023-01-12T07:35","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.844266,19.524972,"2023-01-12T08:55","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.8725,19.550904,"2023-01-12T13:22","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.901599,19.483902,"2023-01-12T07:22","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.899504,19.471365,"2023-01-02T18:20:01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.748171,20.217236,"2023-01-18T22:00","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.213332,19.435657,"2023-02-03T18:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.961853,19.558955,"2023-02-09T10:51:29","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.131607,19.531675,"2023-02-17T06:30:55","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.088792,19.466817,"2023-02-16T21:13:17","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.90732,19.482062,"2023-02-23T20:19:29","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.028484,19.51161,"2023-02-24T19:53:43","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.019828,19.524441,"2023-02-24T21:02:41","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.063712,19.72771,"2023-02-19T17:19","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.205028,19.966548,"2023-03-05T22:01:19","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.946639,19.612139,"2023-03-10T23:16:55","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.125958,19.713798,"2023-03-13T20:02:13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.983312,19.738502,"2023-03-30T20:27:26","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.990226,19.631633,"2023-04-12T19:23:47","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.867092,19.200741,"2023-04-13T19:15","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.776915,19.087146,"2023-04-14T20:30","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.957353,19.623525,"2023-04-15T20:19:58","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.894489,19.551897,"2023-04-19T21:32:28","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.255447,19.425317,"2023-04-22T01:02:11","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.833828,20.220582,"2023-04-26T19:04:11","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.212311,19.428096,"2023-04-29T21:08:19","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.094147,19.809112,"2023-04-15T15:26:34","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.10588,19.865245,"2023-05-02T04:59:31","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.969384,19.678772,"2023-05-10T22:39:55","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.02407,19.538991,"2023-05-14T20:23:32","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.859768,19.206408,"2023-05-26T20:52","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.969284,19.582602,"2023-05-20T06:51:12","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.837032,19.541556,"2023-05-30T19:56:56","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.249366,19.417097,"2023-06-02T14:35:58","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.965486,19.569354,"2023-06-03T22:13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.965492,19.569312,"2023-06-03T22:15:09","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.861097,19.204975,"2023-06-02T22:07:02","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.931131,19.534547,"2023-06-03T15:29:50","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.816726,20.234789,"2023-06-08T20:06:26","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.964908,19.569459,"2023-06-08T20:53:56","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.816912,20.235375,"2023-06-08T20:14:54","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.816856,20.235453,"2023-06-08T20:04:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.090472,19.729366,"2023-06-09T20:18:29","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.477793,19.202036,"2023-06-11T20:27:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.881135,19.428981,"2023-06-13T19:25:26","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.152817,19.855187,"2023-06-14T09:56:44","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.232302,19.426001,"2023-06-15T19:42:09","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.867068,19.94671,"2023-06-16T21:18:47","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.995902,19.640917,"2023-06-19T23:07:12","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.882256,19.462286,"2023-06-21T08:19:31","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.135605,19.724117,"2023-06-19T20:11:03","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.139537,19.698941,"2023-06-28T10:41:19","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.968027,19.583996,"2023-07-10T00:17:51","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.996226,19.641883,"2023-07-10T19:10","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.00392,19.519941,"2023-07-10T20:40:13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.003868,19.520367,"2023-07-10T22:25","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.175966,19.442017,"2023-07-12T19:05:34","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.175865,19.442301,"2023-07-12T19:08:45","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.003922,19.520031,"2023-07-11T00:43","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.00386,19.519953,"2023-07-11T00:44","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.003873,19.52006,"2023-07-12T21:28","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.988113,19.630963,"2023-07-23T20:17:43","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.089249,19.729432,"2023-07-24T06:21:23","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.134577,19.72358,"2023-07-27T21:29:27","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.928918,19.465822,"2023-07-28T07:56","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.214151,19.364703,"2023-07-22T23:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.989861,19.818471,"2023-08-03T22:15:06","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.990314,19.632109,"2023-08-04T21:47","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.990314,19.632109,"2023-08-04T21:47","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.240565,19.412924,"2023-08-07T18:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.762354,19.092587,"2023-08-18T19:58:20","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.015214,19.7332,"2023-08-15T21:44:23","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.126384,19.450486,"2023-08-12T21:02","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.98752,19.723924,"2023-09-01T20:32:27","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.987405,19.723894,"2023-09-01T20:54:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.090469,19.729078,"2023-09-10T21:23","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.912184,19.476264,"2023-09-17T19:14:28","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.012933,19.515535,"2023-09-19T04:35:55","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.231224,19.430499,"2023-09-20T17:54:07","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.035811,19.572672,"2023-09-20T20:14:04","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.895629,19.460062,"2023-09-22T20:19:26","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.463072,20.077162,"2023-09-23T19:12:59","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.930487,19.472276,"2023-09-29T08:48","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.858092,19.941025,"2023-09-23T19:04:51","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.086548,19.722168,"2023-10-11T19:49:43","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.230438,19.960504,"2023-10-17T18:39:14","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.270245,19.425769,"2023-11-05T07:34:54","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.040755,19.714762,"2023-11-18T20:41:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.080754,19.680629,"2023-11-18T20:43:34","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.986105,19.619015,"2023-11-27T21:25:37","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.88015,19.400071,"2023-11-29T20:01:23","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.2399,19.428795,"2023-11-22T20:51:55","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.037532,19.736806,"2023-12-01T08:36:47","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.034163,19.61101,"2023-12-05T20:03:30","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.087678,19.721162,"2023-12-11T19:32:04","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.878237,19.31444,"2023-12-12T18:14:30","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.87549,19.316154,"2023-12-15T19:44:20","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.220254,19.435689,"2023-12-25T18:09:52","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.923905,19.489319,"2023-12-29T18:01:18","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-156.45024,20.730163,"2023-12-04T19:41","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.04068,19.714887,"2023-12-17T20:54:09","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.116486,19.702617,"2023-12-22T18:29","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-155.116486,19.702617,"2023-12-23T21:10","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2023
-154.947977,19.60602,"2022-01-01T00:02:07","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.071054,19.702223,"2022-01-07T22:32:19","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-154.948105,19.605887,"2022-01-02T07:03:05","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.071062,19.702417,"2022-01-10T21:20:56","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.902307,19.650865,"2022-01-14T12:00","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.606537,20.109883,"2022-01-21T21:19","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.135424,19.723884,"2022-01-26T20:57:19","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-154.955282,19.576843,"2022-01-20T20:17:22","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-154.955475,19.576842,"2022-01-14T09:20:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.986085,19.64638,"2022-02-01T09:17","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.986083,19.646343,"2022-02-01T09:16","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.98619,19.646353,"2022-02-01T09:11","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.936646,19.62505,"2022-02-08T16:44:56","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
